User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
CARA  Cuban-American Republican Alliance,,none,,,,3035,,2020-04-12 14:53:39 EDT,2020/4/12,14:53:39,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1745713449085734/permalink/2631376287186108,"Quick idea: While we are stuck at home for the rest of the month we are seeing some pretty concerning things happening in our government whether it is the misinformation by media groups, fast-track vaxs threatening to not start economy back til 100 percent vax rate, mail in ballots, the incredible misuse of taxpayer dollars, (why are Congressmen still getting a salary?) either too many or too few restrictions on our personal liberties from state and local levels. We need to take this time and write our ELECTED representatives (note the word is representatives and not leaders) and express our concerns. Email is one method however the USPS is required by law to deliver postage paid mail to its destinations...bags of mail cluttering their fancy offices will make a much stronger impression. If you have kids you are facilitating their homeschooling right now take the time to have them write a good old fashioned paper letter as well. Show them by example that they need to get involved in the governing of this country...before it is too late.",,,,,,0,,,1,-25,-1
Conservative Republicans of California - Statewide,,none,,,,516,,2021-09-17 02:03:45 EDT,2021/9/17,2:03:45,Status,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/351261715030554/permalink/2042820039208038,"Redondo Beach is having a kite festival on Sunday and we just wanted to bless them with a special gift from us. We are ordering a sky banner for this Sunday to fly over Redondo Beach 47th Annual Kite Festival. The banner will read, DEMAND CA AUDIT / DO NOT COMPLY 2 MASK OR VAX. Please donate if you can. The event is on Sunday. This will also go towards future flights over other major local events in California. Contact @themillettesp with any questions. If you can not donate, please share this flier. We aint done fighting yet...  #RECALLNEWSOM Reposted from @yoshithepatriot5.0",,,,,,0,,,1,-0.93,-1
Lakemore conservatives,,none,,,,625,,2021-12-31 10:58:30 EST,2021/12/31,10:58:30,Status,16,4,8,0,0,0,2,2,0,0,,-,0,0,0,,https://www.facebook.com/groups/1844863195617776/permalink/4250367811733957,"Relative vs. Absolute Efficacy of Pfizer vax: 95% vs. 1.2% Can you say, """"""""Duped?""""""""",,,,,,0,,,16,-1.69,1
HI Republicans,,none,,,,,,2020-06-24 18:48:21 EDT,2020/6/24,18:48:21,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/461727934448178/permalink/617311635556473,"REPOST: Urgent! Pls oppose HB2502 If youre against mandatory CV vax for students and other draconian laws HI legislators are trying to quietly pass without public input. Written testimony & opposition via email needs to be submitted by tomorrow morning, Wednesday 9:30AM. Only found out about it now, bc they tried to be sneaky about it. Please tell as many ppl as you possibly can. The Capitol website is www.capitol.hawaii.gov Select submit testimony icon on homepage. Select Oppose & submit written testimony, if you like. Sorry last minute. They just found out late today!",,,,,,0,,,2,-16,2
Tarrant County Republicans,,none,,,,3697,,2021-05-18 22:00:59 EDT,2021/5/18,22:00:59,Status,29,19,0,4,6,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1617609005147741/permalink/2809083569333606,"Reposting Texans for Vaccine Choice  action steps below to ban the COVID vax mandate SB1669 IS AN EXCELLENT BILL THAT WOULD BAN VACCINE MANDATES OF ANY KIND! After all of our hard work testifying for SB 1669 during the committee hearing on May 6th, it's now time to urge the committee members to take action! MAKE YOUR VOICE HEARD: Email and Call the Committee Members brian.birdwell@senate.texas.gov; donna.campbell@senate.texas.gov; eddie.lucio@senate.texas.gov; jane.nelson@senate.texas.gov; beverly.powell@senate.texas.gov; charles.schwertner@senate.texas.gov; judith.zaffirini@senate.texas.gov SAMPLE EMAIL MESSAGE: Dear Senator, I am writing you today to ask you to please VOTE YES ON THE COMMITTEE SUBSTITUTE SB 1669. No citizen of Texas should be forced or coerced into a medical procedure. Please vote YES ON THE COMMITTEE SUBSTITUTE FOR SB1669 to ban vaccine mandates. Thank you, (YOUR NAME) Call the Committee Members: Vice-Chair Brian Birdwell - 512-463-0122 Sen. Donna Campbell - 512-463-0125 Sen. Eddie Lucio, Jr. - 512-463-0127 Sen. Jane Nelson - 512-463-0112 Sen. Beverly Powel - 512-463-0110 Sen. Charles Schwertner - 512-463-0105 Sen. Judith Zaffirini - 512-463-0121 You may also choose to send a special note/call to thank Sen. Bob Hall who is the bill author and also on the committee. Sen. Bob Hall - 512-463-0102 bob.hall@senate.texas.gov",,,,,,0,,,29,-2.24,2
Tarrant County Conservative Coalition,,none,,,,573,,2021-05-18 21:59:52 EDT,2021/5/18,21:59:52,Status,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1608220036107956/permalink/2829802103949737,"Reposting Texans for Vaccine Choice  action steps below to ban the COVID vax mandate SB1669 IS AN EXCELLENT BILL THAT WOULD BAN VACCINE MANDATES OF ANY KIND! After all of our hard work testifying for SB 1669 during the committee hearing on May 6th, it's now time to urge the committee members to take action! MAKE YOUR VOICE HEARD: Email and Call the Committee Members brian.birdwell@senate.texas.gov; donna.campbell@senate.texas.gov; eddie.lucio@senate.texas.gov; jane.nelson@senate.texas.gov; beverly.powell@senate.texas.gov; charles.schwertner@senate.texas.gov; judith.zaffirini@senate.texas.gov SAMPLE EMAIL MESSAGE: Dear Senator, I am writing you today to ask you to please VOTE YES ON THE COMMITTEE SUBSTITUTE SB 1669. No citizen of Texas should be forced or coerced into a medical procedure. Please vote YES ON THE COMMITTEE SUBSTITUTE FOR SB1669 to ban vaccine mandates. Thank you, (YOUR NAME) Call the Committee Members: Vice-Chair Brian Birdwell - 512-463-0122 Sen. Donna Campbell - 512-463-0125 Sen. Eddie Lucio, Jr. - 512-463-0127 Sen. Jane Nelson - 512-463-0112 Sen. Beverly Powel - 512-463-0110 Sen. Charles Schwertner - 512-463-0105 Sen. Judith Zaffirini - 512-463-0121 You may also choose to send a special note/call to thank Sen. Bob Hall who is the bill author and also on the committee. Sen. Bob Hall - 512-463-0102 bob.hall@senate.texas.gov",,,,,,0,,,4,-4.75,-1
Seattle Republicans,,none,,,,339,,2021-12-06 00:30:39 EST,2021/12/6,0:30:39,Status,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/144318622252100/permalink/5371824469501463,Republican here visiting Seattle with the family. Looking for restaurants or activities that dont require the Vax. Thanks,,,,,,0,,,3,-0.82,0
Deptford Republican Forum,,none,,,,690,,2021-12-20 20:49:17 EST,2021/12/20,20:49:17,Status,41,10,11,6,0,0,0,1,13,0,,-,0,0,0,,https://www.facebook.com/groups/2370111966566928/permalink/3044190495825735,"Republican lawmakers in NJ were blocked from voting today in Trenton because they refused to show their vax cards. We have gone from please stay home and 2 weeks to slow the spread to now your representative can not do their job without showing their papers. How fast it is that we have slid into TRUE fascism in NJ. Here in Gloucester County we had a huge red wave. Chris Konawel, Nick Desilvio, Jonathan Sammons along with Ed Durr have won huge victories. We need to fight the fight after the fight. Elections matter but we need to stay engaged and be heard. This has gone to far. The Democrat machine is in full motion right now. Stay tuned for more. Please look up these local issues as well as the problems in Trenton and get engaged. I will be updating with a couple of actions WE as Deptford and Gloucester County residents can take to make sure our vote counts and is respected. Right now that is not the case.",,,,,,0,,,41,1.08,2
Arturo Balderrama's Texas Conservative Patriots,,none,,,,,,2022-01-26 20:14:23 EST,2022/1/26,20:14:23,Status,37,2,18,2,0,0,0,1,14,0,,-,0,0,0,,https://www.facebook.com/groups/366889837716133/permalink/536272957444486,"Sandra Propst A lady who lives in Reynosa, Mexico came across the border today to shop and told me she saw 2 large buses that hold about 50 people each came across with illegals, who were all women with children. She wondered where they came from because she said every one of them were covered with mud. Hmmm..... makes me wonder what our govt. is doing and for what purpose. We, the taxpayers are paying to let anyone and everyone come across our borders, not only with no problems doing so, but with our govt. giving them vax cards with no vaccinations, free clothes, phones, directions, money and free passage to anywhere in the US they want to go. Questions: Why? For what purpose? Why can't that money go to Americans who need it and to inner cities, where many people need a leg up?",,,,,,0,,,37,1.95,-1
The Austin Conservative,,none,,,,1011,,2022-01-26 20:07:18 EST,2022/1/26,20:07:18,Status,3,0,1,0,0,0,0,0,2,0,,-,0,0,0,,https://www.facebook.com/groups/106604076072110/permalink/4756748347724303,"Sandra Propst A lady who lives in Reynosa, Mexico came across the border today to shop and told me she saw 2 large buses that hold about 50 people each came across with illegals, who were all women with children. She wondered where they came from because she said every one of them were covered with mud. Hmmm..... makes me wonder what our govt. is doing and for what purpose. We, the taxpayers are paying to let anyone and everyone come across our borders, not only with no problems doing so, but with our govt. giving them vax cards with no vaccinations, free clothes, phones, directions, money and free passage to anywhere in the US they want to go. Questions: Why? For what purpose? Why can't that money go to Americans who need it and to inner cities, where many people need a leg up?",,,,,,0,,,3,-14.67,-1
